College Name,Private,Apps,Accept,Enroll,Top10perc,Outstate,PhD,S.F.Ratio,perc.alumni,Expend,Grad.Rate,AccpetRate,Score
Huron University,Yes,600,197,124,3.0,7260,31.0,12.9,4.0,9249.0,21,0.33,6.0
Husson College,Yes,723,652,361,10.0,7800,36.0,22.0,4.0,4923.0,84,0.9,-1.0
Illinois Benedictine College,Yes,607,558,269,22.0,10500,81.0,11.6,29.0,8324.0,75,0.92,7.0
Illinois College,Yes,894,787,262,28.0,8050,75.0,15.6,30.0,7348.0,52,0.88,6.0
Illinois Institute of Technology,Yes,1756,1360,478,42.0,14550,80.0,12.3,26.0,12851.0,56,0.77,10.0
Illinois State University,No,8681,6695,2408,10.0,7799,77.0,21.0,16.0,5569.0,54,0.77,1.0
Illinois Wesleyan University,Yes,3050,1342,471,55.0,14360,77.0,12.9,34.0,9605.0,83,0.44,12.0
Immaculata College,Yes,268,253,103,16.0,10000,56.0,11.2,33.0,7305.0,69,0.94,7.0
Incarnate Word College,Yes,1163,927,386,16.0,8840,67.0,11.4,21.0,6095.0,95,0.8,7.0
Indiana State University,No,5659,4761,3147,10.0,6892,72.0,16.6,8.0,6996.0,40,0.84,1.0
Indiana University at Bloomington,No,16587,13243,5873,25.0,9766,77.0,21.3,24.0,8686.0,68,0.8,4.0
Indiana Wesleyan University,Yes,735,423,366,20.0,9210,49.0,39.8,15.0,6562.0,34,0.58,4.0
Iona College,Yes,4892,3530,913,13.0,10690,66.0,16.0,14.0,8107.0,66,0.72,3.0
Iowa State University,No,8427,7424,3441,26.0,7550,81.0,19.2,22.0,8420.0,65,0.88,4.0
Ithaca College,Yes,7259,5526,1368,23.0,14424,58.0,11.5,25.0,9812.0,75,0.76,6.0
James Madison University,No,11223,5285,2082,32.0,7994,77.0,17.9,29.0,5212.0,98,0.47,6.0
Jamestown College,Yes,472,410,262,14.0,7620,51.0,17.0,21.0,3186.0,54,0.87,3.0
Jersey City State College,No,2957,1423,691,10.0,3946,63.0,14.9,10.0,8367.0,26,0.48,5.0
John Brown University,Yes,605,405,284,24.0,6398,68.0,13.3,19.0,8118.0,75,0.67,7.0
John Carroll University,Yes,2421,2109,820,27.0,11700,89.0,14.5,28.0,7738.0,89,0.87,6.0
Johns Hopkins University,Yes,8474,3446,911,75.0,18800,96.0,3.3,38.0,56233.0,90,0.41,15.0
Johnson State College,No,833,669,279,3.0,7656,80.0,14.4,15.0,6564.0,36,0.8,6.0
Judson College,Yes,313,228,137,10.0,9414,34.0,10.6,30.0,7840.0,56,0.73,6.0
Juniata College,Yes,1005,859,298,36.0,14850,97.0,12.7,37.0,12067.0,80,0.85,10.0
Kansas State University,No,5880,4075,2833,25.0,6995,76.0,18.5,22.0,6122.0,54,0.69,6.0
Kansas Wesleyan University,Yes,589,575,148,16.0,8400,63.0,12.4,14.0,6535.0,68,0.98,6.0
Keene State College,No,3121,2446,822,5.0,7870,73.0,16.1,13.0,6195.0,61,0.78,4.0
Kentucky Wesleyan College,Yes,584,497,175,20.0,8000,57.0,11.3,32.0,7058.0,62,0.85,7.0
Kenyon College,Yes,2212,1538,408,44.0,19240,95.0,11.1,46.0,14067.0,88,0.7,13.0
Keuka College,Yes,461,381,174,10.0,9600,55.0,13.3,43.0,7863.0,51,0.83,8.0
King's College,Yes,1456,1053,381,20.0,10910,66.0,15.6,37.0,7649.0,87,0.72,6.0
King College,Yes,355,300,142,34.0,8664,65.0,10.7,25.0,8954.0,65,0.85,7.0
Knox College,Yes,1040,845,286,48.0,15747,88.0,12.7,33.0,13224.0,79,0.81,11.0
La Roche College,Yes,361,321,185,10.0,8842,57.0,14.2,14.0,7022.0,52,0.89,5.0
La Salle University,Yes,2929,1834,622,20.0,12600,90.0,15.1,9.0,9084.0,84,0.63,5.0
Lafayette College,Yes,4010,2402,572,36.0,18730,93.0,10.5,38.0,15365.0,92,0.6,12.0
LaGrange College,Yes,544,399,177,15.0,6987,77.0,12.5,12.0,9067.0,75,0.73,7.0
Lake Forest College,Yes,979,638,271,31.0,16880,91.0,10.7,19.0,15687.0,77,0.65,10.0
Lakeland College,Yes,497,452,231,24.0,9400,49.0,17.2,25.0,4054.0,57,0.91,4.0
Lamar University,No,2336,1725,1043,10.0,4752,48.0,18.4,12.0,5879.0,26,0.74,1.0
Lambuth University,Yes,831,538,224,15.0,5170,61.0,16.1,10.0,5531.0,60,0.65,4.0
Lander University,No,1166,1009,510,9.0,4938,67.0,17.0,11.0,6119.0,51,0.87,3.0
Lawrence University,Yes,1243,947,324,50.0,17163,76.0,10.1,57.0,13965.0,77,0.76,12.0
Le Moyne College,Yes,1470,1199,425,21.0,11040,89.0,13.3,28.0,8118.0,94,0.82,8.0
Lebanon Valley College,Yes,1386,1060,320,28.0,13850,84.0,12.3,30.0,8196.0,85,0.76,8.0
Lehigh University,Yes,6397,4304,1092,40.0,18700,96.0,12.5,43.0,14665.0,91,0.67,12.0
Lenoir-Rhyne College,Yes,979,743,259,25.0,10100,88.0,12.0,20.0,8539.0,66,0.76,7.0
Lesley College,Yes,244,198,82,12.0,11700,71.0,27.8,18.0,8694.0,58,0.81,5.0
LeTourneau University,Yes,477,417,204,29.0,8840,58.0,20.8,23.0,6863.0,56,0.87,5.0
Lewis and Clark College,Yes,2774,2092,482,35.0,15800,97.0,12.3,21.0,12999.0,69,0.75,10.0
Lewis University,Yes,1154,1050,395,12.0,10560,36.0,14.3,10.0,7701.0,61,0.91,2.0
Lincoln Memorial University,Yes,787,562,363,21.0,5950,67.0,14.6,35.0,5177.0,53,0.71,6.0
Lincoln University,No,1660,1091,326,15.0,4818,71.0,12.6,8.0,10912.0,45,0.66,7.0
Lindenwood College,Yes,810,484,356,6.0,9200,65.0,24.1,9.0,3480.0,100,0.6,2.0
Linfield College,Yes,1561,1188,458,48.0,13380,89.0,17.8,34.0,8747.0,81,0.76,9.0
Livingstone College,Yes,900,473,217,22.0,4400,53.0,10.4,16.0,9268.0,92,0.53,9.0
Lock Haven University of Pennsylvania,No,3570,2215,651,17.0,7352,47.0,16.1,14.0,6374.0,63,0.62,4.0
Longwood College,No,2747,1870,724,12.0,7920,74.0,18.4,23.0,5553.0,62,0.68,5.0
Loras College,Yes,1641,1283,527,20.0,11200,61.0,14.2,24.0,7578.0,70,0.78,7.0
Louisiana College,Yes,2013,1053,212,33.0,5150,64.0,10.5,11.0,7547.0,59,0.52,9.0
Louisiana State University at Baton Rouge,No,5996,4993,3079,29.0,5925,83.0,15.9,11.0,6741.0,37,0.83,4.0
Louisiana Tech University,No,2397,2144,1525,22.0,3957,66.0,20.0,13.0,4546.0,45,0.89,2.0
Loyola College,Yes,4076,3137,738,25.0,12990,86.0,14.7,27.0,9448.0,80,0.77,7.0
Loyola Marymount University,Yes,3768,2662,753,42.0,13592,84.0,14.2,10.0,11677.0,84,0.71,7.0
Loyola University,Yes,1891,1698,719,24.0,11100,77.0,11.7,14.0,9456.0,53,0.9,5.0
Loyola University Chicago,Yes,3579,2959,868,25.0,11500,94.0,6.2,15.0,13009.0,65,0.83,9.0
Luther College,Yes,1549,1392,587,38.0,13240,73.0,13.8,38.0,8949.0,77,0.9,8.0
Lycoming College,Yes,1286,1005,363,16.0,13900,75.0,14.0,32.0,8024.0,72,0.78,8.0
Lynchburg College,Yes,1756,1500,366,3.0,12450,62.0,12.4,24.0,8832.0,70,0.85,5.0
Lyndon State College,No,535,502,223,6.0,7320,48.0,12.6,15.0,7114.0,51,0.94,4.0
Macalester College,Yes,2939,1496,452,56.0,15909,85.0,11.9,37.0,14213.0,77,0.51,13.0
MacMurray College,Yes,740,558,177,12.0,9620,49.0,10.8,33.0,10642.0,59,0.75,7.0
Malone College,Yes,874,758,428,21.0,9858,42.0,17.6,16.0,4796.0,55,0.87,2.0
Manchester College,Yes,1004,802,239,23.0,10440,63.0,11.8,20.0,7940.0,64,0.8,7.0
Manhattan College,Yes,2432,1730,563,20.0,12370,92.0,13.6,25.0,10062.0,79,0.71,10.0
Manhattanville College,Yes,962,750,212,21.0,14700,97.0,11.3,24.0,11291.0,70,0.78,11.0
Mankato State University,No,3073,2672,1547,9.0,4300,57.0,19.0,11.0,5801.0,68,0.87,1.0
Marian College of Fond du Lac,Yes,824,670,337,15.0,9400,37.0,8.4,21.0,5352.0,59,0.81,5.0
Marietta College,Yes,1611,960,342,27.0,13850,80.0,13.2,30.0,10223.0,96,0.6,10.0
Marist College,Yes,4731,3171,830,12.0,10700,74.0,17.6,34.0,8408.0,69,0.67,6.0
Marquette University,Yes,5152,4600,1685,36.0,11610,86.0,13.5,25.0,9982.0,77,0.89,7.0
Marshall University,Yes,4226,3666,2007,14.0,5094,77.0,16.6,10.0,6203.0,50,0.87,1.0
Mary Baldwin College,Yes,499,441,199,26.0,11200,66.0,6.8,50.0,10819.0,90,0.88,10.0
Mary Washington College,No,4350,2178,756,39.0,6490,75.0,17.6,30.0,5358.0,84,0.5,8.0
Marymount College Tarrytown,Yes,478,327,117,9.0,11510,71.0,10.3,30.0,10502.0,77,0.68,10.0
Marymount Manhattan College,Yes,695,535,239,21.0,10200,63.0,11.7,20.0,10622.0,68,0.77,8.0
Marymount University,Yes,941,772,214,10.0,11390,77.0,10.6,17.0,8575.0,55,0.82,7.0
Maryville College,Yes,1464,888,176,26.0,11200,80.0,11.1,43.0,8317.0,51,0.61,11.0
Maryville University,Yes,549,397,169,26.0,9250,52.0,13.1,13.0,5925.0,61,0.72,6.0
Marywood College,Yes,1107,859,323,13.0,11040,65.0,11.8,30.0,9034.0,66,0.78,6.0
Massachusetts Institute of Technology,Yes,6411,2140,1078,96.0,20100,99.0,10.1,35.0,33541.0,94,0.33,14.0
Mayville State University,No,233,233,153,5.0,4486,68.0,15.7,11.0,6971.0,51,1.0,4.0
McKendree College,Yes,1002,555,119,16.0,7680,70.0,17.7,21.0,6652.0,52,0.55,9.0
McMurry University,Yes,578,411,187,25.0,6930,57.0,11.0,11.0,6383.0,32,0.71,7.0
McPherson College,Yes,420,293,93,11.0,7950,54.0,9.8,45.0,9754.0,48,0.7,10.0
Mercer University,Yes,2286,1668,564,37.0,11985,93.0,9.2,15.0,8995.0,91,0.73,10.0
Mercyhurst College,Yes,1557,1074,397,15.0,9813,45.0,16.7,29.0,7307.0,78,0.69,5.0
Meredith College,Yes,857,772,376,25.0,6720,77.0,13.9,33.0,6881.0,82,0.9,7.0
Merrimack College,Yes,1981,1541,514,18.0,12500,73.0,16.8,22.0,8707.0,80,0.78,7.0
Mesa State College,No,1584,1456,891,6.0,5016,48.0,28.8,12.0,3871.0,59,0.92,-1.0
Messiah College,Yes,1742,1382,607,30.0,10300,68.0,14.1,30.0,7762.0,89,0.79,6.0
Miami University at Oxford,No,9239,7788,3290,35.0,8856,81.0,17.6,20.0,7846.0,85,0.84,3.0
Michigan State University,No,18114,15096,6180,23.0,10658,93.0,14.0,9.0,10520.0,71,0.83,6.0
Michigan Technological University,No,2618,2288,1032,42.0,8127,82.0,17.0,25.0,7473.0,65,0.87,6.0
MidAmerica Nazarene College,Yes,331,331,225,15.0,6840,33.0,15.4,20.0,5524.0,49,1.0,2.0
Millersville University of Penn.,No,6011,3075,960,22.0,7844,72.0,16.8,20.0,7832.0,71,0.51,7.0
Milligan College,Yes,610,461,189,26.0,8200,63.0,12.0,16.0,8128.0,64,0.76,7.0
Millikin University,Yes,1444,1261,456,29.0,11910,60.0,11.4,25.0,8149.0,75,0.87,6.0
Millsaps College,Yes,905,834,319,32.0,11320,82.0,12.7,38.0,11218.0,58,0.92,8.0
Milwaukee School of Engineering,Yes,1217,1088,496,36.0,11505,35.0,16.7,23.0,7140.0,67,0.89,5.0
Mississippi College,Yes,594,385,307,36.0,5580,77.0,16.5,18.0,6170.0,61,0.65,8.0
Mississippi State University,No,4255,3277,1609,18.0,9866,77.0,15.9,20.0,6223.0,53,0.77,5.0
Mississippi University for Women,No,480,405,380,19.0,4386,49.0,15.8,8.0,5704.0,63,0.84,1.0
Missouri Southern State College,No,1576,1326,913,13.0,3840,52.0,20.3,9.0,4172.0,100,0.84,-1.0
Missouri Valley College,Yes,1310,983,316,5.0,8550,35.0,17.4,16.0,4333.0,27,0.75,2.0
Monmouth College IL,Yes,601,503,204,28.0,13000,91.0,11.6,43.0,11087.0,56,0.84,11.0
Monmouth College,Yes,2707,1881,478,14.0,12480,70.0,14.2,15.0,9492.0,54,0.69,6.0
Montana College of Mineral Sci. & Tech.,No,572,544,320,45.0,6073,71.0,16.4,31.0,6112.0,74,0.95,7.0
Montana State University,No,3500,2836,1779,15.0,5552,75.0,17.6,8.0,6324.0,37,0.81,3.0
Montclair State University,No,5220,2128,865,19.0,3648,82.0,21.5,9.0,6717.0,58,0.41,5.0
Montreat-Anderson College,Yes,263,223,103,10.0,8438,42.0,11.1,4.0,11989.0,15,0.85,4.0
Moorhead State University,No,2442,2164,1189,12.0,4426,76.0,18.1,19.0,4795.0,60,0.89,2.0
Moravian College,Yes,1232,955,303,23.0,14990,86.0,15.2,28.0,9566.0,74,0.78,7.0
Morehouse College,Yes,3708,1678,722,41.0,7050,71.0,17.8,10.0,8122.0,83,0.45,7.0
Morningside College,Yes,586,533,239,16.0,10520,48.0,13.0,32.0,8111.0,56,0.91,6.0
Morris College,Yes,882,730,330,2.0,4515,53.0,18.6,34.0,6990.0,60,0.83,5.0
Mount Holyoke College,Yes,1800,1314,526,47.0,19300,79.0,9.0,51.0,18359.0,84,0.73,13.0
Mount Marty College,Yes,279,276,126,17.0,6844,45.0,11.7,38.0,5073.0,44,0.99,5.0
Mount Mary College,Yes,235,217,121,12.0,8950,51.0,10.7,26.0,7016.0,78,0.92,6.0
Mount Mercy College,Yes,368,317,159,20.0,10500,44.0,11.3,30.0,6695.0,64,0.86,6.0
Mount Saint Clare College,Yes,325,284,95,16.0,9900,32.0,13.6,43.0,6525.0,21,0.87,7.0
Mount Saint Mary's College,Yes,1321,1159,328,15.0,12850,77.0,12.8,36.0,8536.0,80,0.88,6.0
Mount Saint Mary College,Yes,1170,695,238,14.0,7470,74.0,15.3,23.0,6898.0,88,0.59,8.0
Mount St. Mary's College,Yes,657,537,113,37.0,12474,53.0,11.9,19.0,10613.0,72,0.82,9.0
Mount Union College,Yes,1310,1086,458,26.0,12250,85.0,16.7,35.0,7215.0,81,0.83,7.0
Mount Vernon Nazarene College,Yes,510,485,334,18.0,7400,57.0,19.8,7.0,6869.0,58,0.95,3.0
Muhlenberg College,Yes,2519,1836,462,30.0,16975,76.0,12.8,39.0,10888.0,83,0.73,9.0
Murray State University,No,2225,1910,1190,29.0,4738,72.0,20.2,27.0,5972.0,52,0.86,3.0
Muskingum College,Yes,1109,922,375,24.0,13240,73.0,13.4,27.0,9333.0,73,0.83,8.0
National-Louis University,Yes,513,347,279,23.0,9090,62.0,18.3,2.0,7905.0,71,0.68,5.0
Nazareth College of Rochester,Yes,947,798,266,36.0,10850,77.0,13.6,24.0,8797.0,61,0.84,8.0
New Jersey Institute of Technology,No,1879,1216,483,27.0,8832,92.0,13.5,19.0,12529.0,72,0.65,10.0
New Mexico Institute of Mining and Tech.,No,787,601,233,40.0,5376,99.0,13.7,11.0,9241.0,34,0.76,10.0
New York University,Yes,13594,7244,2505,70.0,17748,87.0,7.8,16.0,21227.0,71,0.53,12.0
Newberry College,Yes,872,722,154,14.0,10194,57.0,11.4,32.0,5788.0,83,0.83,6.0
Niagara University,Yes,2220,1796,467,65.0,10320,68.0,14.2,20.0,7788.0,65,0.81,8.0
North Adams State College,No,1563,1005,240,1.0,5542,65.0,14.2,17.0,6562.0,57,0.64,7.0
North Carolina A. & T. State University,No,4809,3089,1429,12.0,6806,72.0,16.7,9.0,7090.0,44,0.64,4.0
North Carolina State University at Raleigh,No,10634,7064,3176,39.0,8400,92.0,17.5,21.0,9670.0,62,0.66,8.0
North Carolina Wesleyan College,Yes,812,689,195,7.0,8242,77.0,12.7,11.0,10090.0,52,0.85,7.0
North Central College,Yes,1127,884,308,30.0,11718,73.0,16.4,33.0,8871.0,76,0.78,7.0
North Dakota State University,No,2968,2297,1610,13.0,5834,79.0,17.0,24.0,6310.0,42,0.77,5.0
North Park College,Yes,465,361,176,19.0,12580,76.0,13.1,24.0,10889.0,74,0.78,10.0
Northeast Missouri State University,No,6040,4577,1620,36.0,4856,69.0,15.7,13.0,6601.0,76,0.76,5.0
Northeastern University,Yes,11901,8492,2517,16.0,13380,73.0,12.9,17.0,9563.0,46,0.71,5.0
Northern Arizona University,No,5891,4931,1973,23.0,6746,78.0,21.7,7.0,6157.0,41,0.84,2.0
Northern Illinois University,No,10706,7219,2397,12.0,7799,73.0,17.3,11.0,6086.0,56,0.67,4.0
Northwest Missouri State University,No,2729,2535,1257,8.0,3735,62.0,21.7,23.0,5284.0,54,0.93,1.0
Northwest Nazarene College,Yes,616,514,385,29.0,9840,59.0,14.8,20.0,6261.0,58,0.83,6.0
Northwestern College,Yes,860,811,366,22.0,9900,68.0,14.9,34.0,6357.0,68,0.94,6.0
Northwestern University,Yes,12289,5200,1902,85.0,16404,96.0,6.8,25.0,26385.0,92,0.42,15.0
Norwich University,Yes,1743,1625,626,8.0,14134,71.0,13.1,22.0,9209.0,63,0.93,5.0
Notre Dame College,Yes,379,324,107,15.0,9990,44.0,12.1,26.0,4948.0,33,0.85,4.0
Oakland University,No,3041,2581,1173,16.0,9114,88.0,19.7,13.0,6637.0,53,0.85,4.0
Oberlin College,Yes,4778,2767,678,50.0,19670,77.0,10.1,47.0,16593.0,83,0.58,12.0
Occidental College,Yes,2324,1319,370,52.0,16560,91.0,10.5,30.0,16196.0,79,0.57,13.0
Oglethorpe University,Yes,792,649,186,56.0,12900,91.0,13.1,27.0,8568.0,67,0.82,12.0
Ohio Northern University,Yes,2936,2342,669,35.0,15990,73.0,14.5,31.0,9979.0,83,0.8,7.0
Ohio University,No,11023,8298,3183,21.0,7629,79.0,20.4,13.0,8811.0,64,0.75,3.0
Ohio Wesleyan University,Yes,2190,1700,458,36.0,16732,93.0,12.1,32.0,12011.0,75,0.78,11.0
Oklahoma Baptist University,Yes,758,681,484,35.0,5390,63.0,15.1,18.0,5511.0,50,0.9,3.0
Oklahoma Christian University,Yes,776,765,351,22.0,6400,58.0,16.2,8.0,6578.0,45,0.99,3.0
Oklahoma State University,No,4522,3913,2181,29.0,5336,84.0,15.3,14.0,6433.0,48,0.87,3.0
Otterbein College,Yes,1496,1205,428,26.0,12888,62.0,13.9,30.0,8802.0,87,0.81,7.0
Ouachita Baptist University,Yes,910,773,450,31.0,6530,63.0,13.3,10.0,6413.0,65,0.85,4.0
Our Lady of the Lake University,Yes,2308,1336,295,22.0,8530,56.0,14.9,25.0,7114.0,37,0.58,8.0
Pace University,Yes,8256,3750,1522,37.0,11000,90.0,13.8,10.0,10059.0,62,0.45,9.0
Pacific Lutheran University,Yes,1603,1392,504,31.0,13312,78.0,11.0,23.0,9431.0,83,0.87,7.0
Pacific Union College,Yes,940,668,385,20.0,11925,48.0,12.3,12.0,9157.0,69,0.71,5.0
Pacific University,Yes,943,849,288,41.0,14210,76.0,10.9,22.0,11216.0,42,0.9,9.0
Pembroke State University,No,944,774,440,14.0,6360,77.0,15.0,5.0,6443.0,48,0.82,5.0
Pennsylvania State Univ. Main Campus,No,19315,10344,3450,48.0,10645,77.0,18.1,19.0,8992.0,63,0.54,8.0
Pepperdine University,Yes,3821,2037,680,86.0,18200,95.0,11.6,13.0,16185.0,66,0.53,12.0
Peru State College,No,701,501,458,10.0,2580,48.0,20.1,24.0,4870.0,44,0.71,2.0
Pfeiffer College,Yes,838,651,159,11.0,8640,62.0,12.2,13.0,7634.0,48,0.78,6.0
Philadelphia Coll. of Textiles and Sci.,Yes,1538,1259,468,19.0,11690,48.0,12.9,15.0,8028.0,68,0.82,5.0
Phillips University,Yes,692,576,174,19.0,10500,58.0,11.6,19.0,8990.0,39,0.83,7.0
Piedmont College,Yes,663,562,127,20.0,5640,89.0,13.2,17.0,7309.0,31,0.85,7.0
Pikeville College,Yes,404,400,169,28.0,6000,48.0,13.4,14.0,5557.0,61,0.99,4.0
Pitzer College,Yes,1133,630,220,37.0,17688,100.0,10.4,11.0,14820.0,73,0.56,12.0
Point Loma Nazarene College,Yes,809,687,428,20.0,10178,71.0,16.1,19.0,7895.0,54,0.85,5.0
Point Park College,Yes,875,744,207,7.0,9700,45.0,14.5,10.0,7652.0,66,0.85,3.0
Polytechnic University,Yes,1132,847,302,58.0,16200,90.0,10.4,14.0,14329.0,62,0.75,10.0
Prairie View A. and M. University,No,2405,2234,1061,10.0,4290,55.0,19.4,1.0,5967.0,35,0.93,0.0
Presbyterian College,Yes,1082,832,302,34.0,11859,80.0,13.4,42.0,8354.0,85,0.77,9.0
Princeton University,Yes,13218,2042,1153,90.0,19900,91.0,8.4,54.0,28320.0,99,0.15,16.0
Providence College,Yes,5139,3346,973,20.0,14400,66.0,18.4,35.0,8135.0,96,0.65,6.0
Purdue University at West Lafayette,No,21804,18744,5874,29.0,9556,86.0,18.2,15.0,8604.0,67,0.86,3.0
Queens College,Yes,516,392,154,32.0,11020,73.0,14.0,36.0,9315.0,58,0.76,9.0
Quincy University,Yes,1025,707,297,22.0,10100,69.0,16.3,32.0,6880.0,80,0.69,7.0
Quinnipiac College,Yes,3712,2153,806,17.0,12030,63.0,12.0,33.0,8847.0,86,0.58,7.0
Radford University,No,5702,4894,1742,15.0,6684,73.0,19.6,9.0,4519.0,62,0.86,1.0
Ramapo College of New Jersey,No,2088,957,362,6.0,4449,74.0,17.8,8.0,7333.0,47,0.46,6.0
Randolph-Macon College,Yes,1771,1325,306,21.0,13840,77.0,10.7,38.0,11080.0,74,0.75,9.0
Randolph-Macon Woman's College,Yes,696,616,169,35.0,13970,88.0,9.2,24.0,16358.0,68,0.89,10.0
Reed College,Yes,1966,1436,327,47.0,19960,90.0,11.8,37.0,15886.0,68,0.73,11.0
Regis College,Yes,427,385,143,18.0,12700,81.0,10.3,37.0,11758.0,84,0.9,9.0
Rensselaer Polytechnic Institute,Yes,4996,4165,936,53.0,17475,94.0,15.4,21.0,15605.0,70,0.83,10.0
Rhodes College,Yes,2302,1831,391,58.0,15200,90.0,10.8,47.0,13388.0,77,0.8,12.0
Rider University,Yes,3586,2424,730,16.0,13250,84.0,12.3,23.0,11299.0,70,0.68,9.0
Ripon College,Yes,587,501,211,28.0,15200,87.0,9.4,49.0,12472.0,64,0.85,11.0
Rivier College,Yes,484,386,141,6.0,9870,59.0,12.2,19.0,6744.0,81,0.8,6.0
Roanoke College,Yes,2227,1790,437,27.0,13425,85.0,13.0,26.0,9405.0,72,0.8,8.0
Rockhurst College,Yes,935,858,345,22.0,9490,60.0,10.7,21.0,7519.0,79,0.92,6.0
Rocky Mountain College,Yes,560,392,270,11.0,8734,56.0,11.3,27.0,6422.0,68,0.7,7.0
Roger Williams University,Yes,3304,2804,679,10.0,12520,44.0,16.4,8.0,7957.0,61,0.85,0.0
Rollins College,Yes,1777,1151,382,31.0,16425,81.0,13.3,23.0,11561.0,90,0.65,10.0
Rosary College,Yes,434,321,141,28.0,10950,79.0,12.9,30.0,9264.0,81,0.74,9.0
Rowan College of New Jersey,No,3820,1431,695,21.0,4356,76.0,22.1,6.0,7252.0,51,0.37,5.0
Rutgers at New Brunswick,No,48094,26330,4520,36.0,7410,90.0,19.5,19.0,10474.0,77,0.55,8.0
Rutgers State University at Camden,No,3366,1752,232,27.0,7411,90.0,18.6,12.0,10134.0,57,0.52,10.0
Rutgers State University at Newark,No,5785,2690,499,26.0,7410,90.0,17.4,16.0,11878.0,58,0.46,9.0
Sacred Heart University,Yes,2307,1896,509,19.0,11070,71.0,14.8,16.0,7120.0,82,0.82,7.0
Saint Ambrose University,Yes,897,718,276,12.0,10450,56.0,14.1,16.0,7444.0,70,0.8,5.0
Saint Anselm College,Yes,2095,1553,514,15.0,12950,70.0,14.5,29.0,6719.0,97,0.74,6.0
Saint Cloud State University,No,3971,3306,1921,10.0,4259,70.0,18.9,10.0,4629.0,58,0.83,1.0
Saint Francis College IN,Yes,213,166,85,13.0,8670,43.0,12.5,4.0,7440.0,48,0.78,4.0
Saint Francis College,Yes,1046,824,284,21.0,10880,64.0,19.3,24.0,7344.0,69,0.79,6.0
Saint John's University,Yes,933,800,444,18.0,12247,76.0,12.0,38.0,9853.0,70,0.86,7.0
Saint Joseph's College IN,Yes,920,684,225,24.0,11200,55.0,14.8,19.0,7360.0,67,0.74,7.0
Saint Joseph's College,Yes,833,682,217,12.0,9985,53.0,27.2,8.0,4322.0,85,0.82,2.0
Saint Joseph's University,Yes,2519,2003,776,39.0,12750,84.0,17.4,13.0,8243.0,83,0.8,6.0
Saint Joseph College,Yes,292,241,96,20.0,12200,87.0,11.2,32.0,8680.0,76,0.83,9.0
Saint Louis University,Yes,3294,2855,956,44.0,11690,84.0,4.6,19.0,18367.0,67,0.87,8.0
Saint Mary's College,Yes,888,734,393,26.0,12730,74.0,9.9,31.0,11165.0,98,0.83,10.0
Saint Mary's College of Minnesota,Yes,876,802,367,14.0,10800,68.0,18.8,19.0,5081.0,78,0.92,2.0
Saint Mary-of-the-Woods College,Yes,150,130,88,23.0,10300,44.0,10.2,37.0,9678.0,75,0.87,6.0
Saint Michael's College,Yes,1910,1380,463,16.0,13030,79.0,14.5,34.0,10190.0,84,0.72,9.0
Saint Olaf College,Yes,2248,1673,745,38.0,14350,82.0,10.0,31.0,12502.0,83,0.74,10.0
Saint Peter's College,Yes,1606,1413,530,23.0,9408,78.0,12.1,22.0,7669.0,53,0.88,7.0
Saint Vincent College,Yes,700,595,278,19.0,10850,62.0,12.3,31.0,8534.0,88,0.85,6.0
Saint Xavier University,Yes,785,647,295,15.0,10860,87.0,13.7,15.0,8953.0,55,0.82,6.0
Salem-Teikyo University,Yes,489,384,120,23.0,10575,46.0,13.0,9.0,8946.0,98,0.79,5.0
Salem College,Yes,335,284,132,28.0,10475,68.0,11.2,46.0,9599.0,60,0.85,8.0
Salisbury State University,No,4216,2290,736,20.0,5130,73.0,17.9,18.0,5125.0,56,0.54,6.0
Samford University,Yes,1680,1395,691,34.0,8236,74.0,14.7,17.0,9533.0,61,0.83,6.0
San Diego State University,No,9402,7020,2151,20.0,8384,87.0,19.5,7.0,7930.0,41,0.75,3.0
Santa Clara University,Yes,4019,2779,888,40.0,13584,88.0,13.9,19.0,10872.0,100,0.69,9.0
Sarah Lawrence College,Yes,1380,768,263,57.0,19300,89.0,6.1,18.0,14779.0,83,0.56,12.0
Savannah Coll. of Art and Design,Yes,1109,688,386,20.0,8325,14.0,16.1,26.0,6874.0,55,0.62,6.0
Schreiner College,Yes,584,413,131,19.0,8955,51.0,11.8,23.0,8545.0,52,0.71,8.0
Scripps College,Yes,855,632,139,60.0,17238,95.0,8.2,41.0,18372.0,73,0.74,15.0
Seattle Pacific University,Yes,1183,1016,411,42.0,12669,83.0,16.8,20.0,10368.0,66,0.86,7.0
Seattle University,Yes,2115,1540,494,28.0,12825,85.0,12.2,16.0,10175.0,89,0.73,8.0
Seton Hall University,Yes,4576,3565,1000,16.0,12000,81.0,14.4,15.0,10080.0,64,0.78,7.0
Seton Hill College,Yes,936,794,197,24.0,11240,71.0,11.2,37.0,10065.0,71,0.85,9.0
Shippensburg University of Penn.,No,5818,3281,1116,14.0,7844,80.0,18.8,13.0,6719.0,72,0.56,5.0
Shorter College,Yes,540,445,165,23.0,7210,62.0,13.2,18.0,7356.0,58,0.82,7.0
Siena College,Yes,2961,1932,628,24.0,10800,71.0,14.1,42.0,8189.0,100,0.65,9.0
Siena Heights College,Yes,464,419,183,10.0,9240,29.0,7.2,17.0,9431.0,47,0.9,5.0
Simmons College,Yes,1003,782,295,23.0,16160,74.0,8.9,33.0,14086.0,79,0.78,10.0
